"impianto","comune_ubicazione","provincia_ubicazione","rifiuto_trattato"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 02 16 - componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 03 04 - rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 05 04 -  gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 06 01 -  batterie al piombo"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 06 01 -  batterie al piombo "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 06 04 - batterie alcaline (tranne 16 06 03)"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","16 06 04 - batterie alcaline (tranne 16 06 03) "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 02 02 - vetro"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 02 03 - plastica"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 04 05 - ferro e acciaio"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 04 05 - ferro e acciaio "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 04 07 - metalli misti"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 06 05 -  materiali da costruzione contenenti amianto"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 06 05 -  materiali da costruzione contenenti amianto "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","18 01 03 -  rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","18 01 03 -  rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","19 99 99 - Rifiuti prodotti da impianti di trattamento dei rifiuti, impianti di trattamento delle acque reflue"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 01 - carta e cartone "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 02 - vetro "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 08 - rifiuti biodegradabili di cucine e mense"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 10 - abbigliamento "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 11 - prodotti tessili "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 25 - oli e grassi commestibili"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 25 - oli e grassi commestibili "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 27 -  vernici, inchiostri, adesivi e resine contenenti sostanze pericolose "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 28 - vernici, inchiostri, adesivi e resine diversi da quelli di cui alla voce 20 01 27 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 31 -  medicinali citotossici e citostatici"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 31 -  medicinali citotossici e citostatici "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 34 - batterie e accumulatori diversi da quelli di cui alla voce 20 01 33 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 37 -  legno, contenente sostanze pericolose"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 39 - plastica "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 01 40 - metallo "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 01 - rifiuti biodegradabili"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 01 - rifiuti biodegradabili "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 02 - terra e roccia "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 03 - altri rifiuti non biodegradabili"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 03 - altri rifiuti non biodegradabili "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 02 03 - altri rifiuti non biodegradabili  "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 01 - rifiuti urbani non differenziati"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 01 - rifiuti urbani non differenziati "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 02 - rifiuti dei mercati"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 03 - residui della pulizia stradale"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 07 - rifiuti ingombranti a recupero "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 07 - rifiuti ingombranti a smaltimento "
"ECO AMBIENTE SUD S.R.L.","FASANO","BRINDISI","20 03 99 - rifiuti urbani non specificati altrimenti"
"ECOAMBIENTE SUD S.R.L. - DANECO IMPIANTI S.R.L.","CASTELLANA GROTTE","BARI","20 03 01 - rifiuti urbani non differenziati "
"ECOAMBIENTE SUD S.R.L. - GIAL PALST S.R.L.","CASTELLANA GROTTE","BARI","20 03 07 - rifiuti ingombranti a recupero "
"ECOAMBIENTE SUD S.R.L. - RI.PLASTIC S.R.L.","CASTELLANA GROTTE","BARI","20 01 21 - tubi fluorescenti ed altri rifiuti contenenti mercurio"
"ECOAMBIENTE SUD S.R.L. - RI.PLASTIC S.R.L.","CASTELLANA GROTTE","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"ECOAMBIENTE SUD S.R.L. - RI.PLASTIC S.R.L.","CASTELLANA GROTTE","BARI","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"ECOAMBIENTE SUD S.R.L. - RI.PLASTIC S.R.L.","CASTELLANA GROTTE","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"ECOAMBIENTE SUD S.R.L. - RI.PLASTIC S.R.L.","CASTELLANA GROTTE","BARI","20 03 07 - rifiuti ingombranti a recupero "
"ECOAMBIENTE SUD S.R.L. - SOLOIL S.R.L.","CASTELLANA GROTTE","BARI","20 01 25 - oli e grassi commestibili"
"ECO BIOIL S.R.L.","ANDRIA","BARLETTA ANDRIA TRANI","20 01 25 - oli e grassi commestibili "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","18 01 03 -  rifiuti che devono essere raccolti e smaltiti applicando precauzioni particolari per evitare infezioni "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 31 -  medicinali citotossici e citostatici"
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 31 -  medicinali citotossici e citostatici "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 35 -  apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alla voce 20 01 21 e 20 01 23, contenenti componenti pericolosi"
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 01 40 - metallo "
"ECOCAPITANATA S.R.L.","CERIGNOLA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"ECOCAPITANATA S.R.L. - BIOSUD","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17 "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","13 02 08 -  altri oli per motori, ingranaggi e lubrificazione"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 01 - imballaggi in carta e cartone "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 02 - imballaggi in plastica "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 06 - imballaggi in materiali misti "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 07 - imballaggi in vetro"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 07 - imballaggi in vetro "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","15 02 02 -  assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","16 01 03 - pneumatici fuori uso "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","16 03 06 - rifiuti organici, diversi da quelli di cui alla voce 16 03 05"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 03 02 - miscele bituminose diverse da quelle di cui alla voce 17 03 01 "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 04 00 - metalli (incluse le loro leghe)"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 04 01 - rame, bronzo, ottone "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 04 04 - zinco "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 04 05 - ferro e acciaio"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 06 03 -  altri materiali isolanti contenenti o costituiti da sostanze pericolose "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 06 04 - materiali isolanti diversi da quelli di cui alle voci 17 06 01 e 17 06 03"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 06 05 -  materiali da costruzione contenenti amianto"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 06 05 -  materiali da costruzione contenenti amianto "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 01 - carta e cartone "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 08 - rifiuti biodegradabili di cucine e mense  "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31 "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 33 -  batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03 nonché batterie e accumulatori non suddivisi contenenti tali batterie "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 01 40 - metallo "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 02 01 - rifiuti biodegradabili "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 02 03 - altri rifiuti non biodegradabili"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 02 03 - altri rifiuti non biodegradabili "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 02 03 - altri rifiuti non biodegradabili  "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 01 - rifiuti urbani non differenziati"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 01 - rifiuti urbani non differenziati "
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 02 - rifiuti dei mercati"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 03 - residui della pulizia stradale"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 03 - residui della pulizia stradale  se avviati a recupero"
"ECODAUNIA S.R.L.","CERIGNOLA","FOGGIA","20 03 07 - rifiuti ingombranti a recupero "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","00 00 10 - vetro/metallo
"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","03 01 01 - scarti di corteccia e sughero "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","15 01 04 - imballaggi metallici "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","15 01 06 - imballaggi in materiali misti "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","15 01 07 - imballaggi in vetro "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","16 01 03 - pneumatici fuori uso"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","16 01 04 -  veicoli fuori uso"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","17 04 05 - ferro e acciaio"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","17 04 05 - ferro e acciaio "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","17 05 04 - terra e rocce, diverse da quelle di cui alla voce 17 05 03"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 01 02 - vetro "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 01 11 - prodotti tessili "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 01 23 -  apparecchiature fuori uso contenenti clorofluorocarburi "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 01 36 - apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35 "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECO.DEM S.R.L.","GIOIA DEL COLLE","BARI","20 02 01 - rifiuti biodegradabili "
"ECO.DEM S.R.L. - ECO.AMBIENTE SUD S.R.L.","GIOIA DEL COLLE","BARI","20 01 11 - prodotti tessili "
"ECO.DEM S.R.L. - EKO-GEST S.R.L.","GIOIA DEL COLLE","BARI","15 01 01 - imballaggi in carta e cartone "
"ECO.DEM S.R.L. - EKO-GEST S.R.L.","GIOIA DEL COLLE","BARI","15 01 07 - imballaggi in vetro "
"ECO.DEM S.R.L. - EKO-GEST S.R.L.","GIOIA DEL COLLE","BARI","20 01 02 - vetro "
"ECO.DEM S.R.L. - EKO-GEST S.R.L.","GIOIA DEL COLLE","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECO.DEM S.R.L. - PROGEVA S.R.L.","GIOIA DEL COLLE","BARI","17 04 05 - ferro e acciaio"
"ECO.DEM S.R.L. - PROGEVA S.R.L.","GIOIA DEL COLLE","BARI","20 02 01 - rifiuti biodegradabili "
"ECO DIM S.R.L.","BARI","BARI","15 01 06 - imballaggi in materiali misti "
"ECO DIM S.R.L.","BARI","BARI","15 01 07 - imballaggi in vetro "
"ECO DIM S.R.L.","BARI","BARI","17 02 02 - vetro"
"ECO.DIM S.R.L.","BARI","BARI","12 01 06 -  oli minerali per macchinari, contenenti alogeni (eccetto emulsioni e soluzioni)"
"ECO.DIM S.R.L.","BARI","BARI","15 01 06 - imballaggi in materiali misti"
"ECO.DIM S.R.L.","BARI","BARI","15 01 06 - imballaggi in materiali misti "
"ECO.DIM S.R.L.","BARI","BARI","15 01 07 - imballaggi in vetro "
"ECO.DIM S.R.L.","BARI","BARI","16 01 03 - pneumatici fuori uso"
"ECO.DIM S.R.L.","BARI","BARI","16 01 03 - pneumatici fuori uso "
"ECO.DIM S.R.L.","BARI","BARI","16 01 19 - plastica"
"ECO.DIM S.R.L.","BARI","BARI","16 02 14 - apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13"
"ECO.DIM S.R.L.","BARI","BARI","17 02 01 - legno "
"ECO.DIM S.R.L.","BARI","BARI","17 02 03 - plastica"
"ECO.DIM S.R.L.","BARI","BARI","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECO.DIM S.R.L.","BARI","BARI","20 01 02 - vetro "
"ECO.DIM S.R.L.","BARI","BARI","20 01 11 - prodotti tessili "
"ECO.DIM S.R.L.","BARI","BARI","20 01 32 - medicinali diversi da quelli di cui alla voce 20 01 31"
"ECO.DIM S.R.L.","BARI","BARI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECO.DIM S.R.L.","BARI","BARI","20 01 39 - plastica "
"ECO DIM S.R.L. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","20 01 11 - prodotti tessili "
"ECO DIM S.R.L. - A.S.M. MOLFETTA","BISCEGLIE","BARLETTA ANDRIA TRANI","20 01 39 - plastica "
"ECO DIM S.R.L. - C.G.F. RECYCLE S.R.L.","BISCEGLIE","BARLETTA ANDRIA TRANI","20 01 38 - legno, diverso da quello di cui alla voce 20 01 37 "
"ECO DINISI S.R.L.","CERIGNOLA","FOGGIA","17 02 02 - vetro"
"ECO DINISI S.R.L.","CERIGNOLA","FOGGIA","17 02 02 - vetro "
"ECO DINISI S.R.L.","CERIGNOLA","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECO EDIL PINTO S.R.L. ","LUCERA","FOGGIA","17 01 07 - miscugli o scorie di cemento, mattoni, mattonelle e ceramiche, diverse da quelle di cui alla voce 17 01 06"
"ECO EDIL PINTO S.R.L. ","LUCERA","FOGGIA","17 09 04 - rifiuti misti dell'attività di costruzione e demolizione, diversi da quelli di cui alle voci 17 09 01, 17 09 02 e 17 09 03"
"ECO FASO S.R.L. - CARTA DA MACERO GALATONE - CAVE MURRA GALATONE","FASANO","BRINDISI","15 01 01 - imballaggi in carta e cartone "
"ECO FASO S.R.L. - CARTA MACERO GALATONE","FASANO","BRINDISI","15 01 01 - imballaggi in carta e cartone "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","00 00 01 -  vetro/plastica/metallo
"
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","00 00 10 - vetro/metallo
"
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","08 03 18 - toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17"
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 01 - imballaggi in carta e cartone "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 02 - imballaggi in plastica "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 04 - imballaggi metallici "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 06 - imballaggi in materiali misti "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 07 - imballaggi in vetro "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 10 -  imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti"
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","15 01 11 -  imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi i contenitori a pressione vuoti "
"ECO FASO S.R.L. - FASANO","FASANO","BRINDISI","16 01 03 - pneumatici fuori uso"
